0,1
B65.9,住血吸虫症，詳細不明
B66.0,オピストルキス症
B66.1,肝吸虫＜肝ジストマ＞症
B66.2,二腔吸虫感染症
B66.3,肝蛭症
B66.4,肺吸虫症
B66.5,肥大吸虫症
B66.8,その他の明示された吸虫感染症
B66.9,吸虫感染症，詳細不明
B67.0,肝の単包条虫感染症
B67.1,肺の単包条虫感染症
B67.2,骨の単包条虫感染症
B67.3,その他及び多部位の単包条虫感染症
B67.4,単包条虫感染症，詳細不明
B67.5,肝の多包条虫感染症
B67.6,その他及び多部位の多包条虫感染症
B67.7,多包条虫感染症，詳細不明
B67.8,肝の詳細不明のエキ＜ヒ＞ノコックス症
B67.9,エキ＜ヒ＞ノコックス症，その他及び詳細不明
B68.0,有鉤条虫症
B68.1,無鉤条虫症
B68.9,条虫症，詳細不明
B69.0,中枢神経系ののう＜嚢＞（尾）虫症
B69.1,眼ののう＜嚢＞（尾）虫症
B69.8,その他の部位ののう＜嚢＞（尾）虫症
B69.9,のう＜嚢＞（尾）虫症，詳細不明
B70.0,裂頭条虫症
B70.1,孤虫症＜スパルガーヌム症＞
B71.0,ヒメノレピス条虫症
B71.1,瓜実条虫症
B71.8,その他の明示された条虫感染症
B71.9,条虫感染症，詳細不明
B74.0,バンクロフト糸状虫によるフィラリア症＜糸状虫症＞
B74.1,マレー糸状虫によるフィラリア症＜糸状虫症＞
B74.2,チモール糸状虫によるフィラリア症＜糸状虫症＞
B74.3,ロア糸状虫症
B74.4,マンソネラ症
B74.8,その他のフィラリア症＜糸状虫症＞
B74.9,フィラリア症＜糸状虫症＞，詳細不明
B76.0,十二指腸虫症
B76.1,アメリカ鉤虫症
B76.8,その他の鉤虫症
B76.9,鉤虫症，詳細不明
B77.0,回＜蛔＞虫症，腸合併症を伴うもの
B77.8,回＜蛔＞虫症，その他の合併症を伴うもの
B77.9,回＜蛔＞虫症，詳細不明
B78.0,腸糞線虫症
B78.1,皮膚糞線虫症
B78.7,播種性糞線虫症
B78.9,糞線虫症，詳細不明
B81.0,アニサキス症
B81.1,腸毛頭虫＜カピラリア＞症
B81.2,毛様線虫症
B81.3,腸住血線虫症
B81.4,混合腸ぜん＜蠕＞虫症
B81.8,その他の明示された腸ぜん＜蠕＞虫症
B82.0,腸ぜん＜蠕＞虫症，詳細不明
B82.9,腸寄生虫症，詳細不明
B83.0,内臓幼虫移行症
B83.1,顎口虫症
B83.2,広東住血線虫症
B83.3,気管線虫症
B83.4,内部蛭寄生症
B83.8,その他の明示されたぜん＜蠕＞虫症
B83.9,ぜん＜蠕＞虫症，詳細不明
B85.0,アタマジラミによるシラミ症
B85.1,コロモジラミによるシラミ症
B85.2,シラミ症，詳細不明
B85.3,ケジラミ症
B85.4,シラミ及びケジラミの混合寄生症
B87.0,皮膚ハエ幼虫症
B87.1,創傷ハエ幼虫症
B87.2,眼ハエ幼虫症
B87.3,鼻咽頭ハエ幼虫症
B87.4,耳ハエ幼虫症
B87.8,その他の部位のハエ幼虫症
B87.9,ハエ幼虫症，詳細不明
B88.0,その他のダニ症
B88.1,スナノミ症［スナノミの寄生症］
B88.2,その他の節足動物寄生症
B88.3,外部蛭寄生症
B88.8,その他の明示された寄生症
B88.9,寄生症，詳細不明
B90.0,中枢神経系結核の続発・後遺症
B90.1,腎尿路生殖器結核の続発・後遺症
B90.2,骨及び関節の結核の続発・後遺症
B90.8,その他の臓器の結核の続発・後遺症
B90.9,呼吸器及び詳細不明の結核の続発・後遺症
B94.0,トラコーマの続発・後遺症
B94.1,ウイルス（性）脳炎の続発・後遺症
B94.2,ウイルス性肝炎の続発・後遺症
B94.8,その他の明示された感染症及び寄生虫症の続発・後遺症
B94.9,詳細不明の感染症又は寄生虫症の続発・後遺症
B95.0,他章に分類される疾患の原因であるA群連鎖球菌
B95.1,他章に分類される疾患の原因であるB群連鎖球菌
B95.2,他章に分類される疾患の原因であるD群連鎖球菌
B95.3,他章に分類される疾患の原因である肺炎連鎖球菌
B95.4,他章に分類される疾患の原因であるその他の連鎖球菌
B95.5,他章に分類される疾患の原因である詳細不明の連鎖球菌
B95.6,他章に分類される疾患の原因である黄色ブドウ球菌
B95.7,他章に分類される疾患の原因であるその他のブドウ球菌
B95.8,他章に分類される疾患の原因である詳細不明のブドウ球菌
B96.0,他章に分類される疾患の原因である肺炎マイコプラズマ［M.pneumoniae］
B96.1,他章に分類される疾患の原因である肺炎桿菌［K.pneumoniae］
B96.2,他章に分類される疾患の原因である大腸菌［E.coli］
B96.3,他章に分類される疾患の原因であるインフルエンザ菌［H.influenzae］
B96.4,他章に分類される疾患の原因であるプロテウス菌＜P.mirabilis＞＜P.morganii＞
B96.5,他章に分類される疾患の原因である緑膿菌＜P.aeruginosa＞
B96.6,他章に分類される疾患の原因であるバシラスフラギリス［B.fragilis］
B96.7,他章に分類される疾患の原因であるウェルシュ菌［C.perfringens］
B96.8,他章に分類される疾患の原因であるその他の明示された細菌性病原体
B97.0,他章に分類される疾患の原因であるアデノウイルス
B97.1,他章に分類される疾患の原因であるエンテロウイルス
B97.2,他章に分類される疾患の原因であるコロナウイルス
B97.3,他章に分類される疾患の原因であるレトロウイルス
B97.4,他章に分類される疾患の原因であるRSウイルス
B97.5,他章に分類される疾患の原因であるレオウイルス
B97.6,他章に分類される疾患の原因であるパルボウイルス
B97.7,他章に分類される疾患の原因である乳頭腫ウイルス
B97.8,他章に分類される疾患の原因であるその他のウイルス病原体
B98.0,他章に分類される疾患の原因であるヘリコバクター・ピロリ［H.pylori］
B98.1,他章に分類される疾患の原因であるビブリオ・バルニフィカス
C00　口唇の悪性新生物＜腫瘍＞,
C00.0,口唇の悪性新生物＜腫瘍＞，外側上唇
C00.1,口唇の悪性新生物＜腫瘍＞，外側下唇
C00.2,口唇の悪性新生物＜腫瘍＞，外側口唇，部位不明
C00.3,口唇の悪性新生物＜腫瘍＞，上唇，内側面
C00.4,口唇の悪性新生物＜腫瘍＞，下唇，内側面
C00.5,口唇の悪性新生物＜腫瘍＞，口唇，部位不明，内側面
C00.6,口唇の悪性新生物＜腫瘍＞，唇交連
C00.8,口唇の悪性新生物＜腫瘍＞，口唇の境界部病巣
C00.9,口唇の悪性新生物＜腫瘍＞，口唇，部位不明
C01　舌根＜基底＞部の悪性新生物＜腫瘍＞,
C02　舌のその他及び部位不明の悪性新生物＜腫瘍＞,
C02.0,舌のその他及び部位不明の悪性新生物＜腫瘍＞，舌背面
C02.1,舌のその他及び部位不明の悪性新生物＜腫瘍＞，舌縁
C02.2,舌のその他及び部位不明の悪性新生物＜腫瘍＞，舌下面
C02.3,舌のその他及び部位不明の悪性新生物＜腫瘍＞，舌の前３分の２，部位不明
C02.4,舌のその他及び部位不明の悪性新生物＜腫瘍＞，舌扁桃
C02.8,舌のその他及び部位不明の悪性新生物＜腫瘍＞，舌の境界部病巣
C02.9,舌のその他及び部位不明の悪性新生物＜腫瘍＞，舌，部位不明
C03　歯肉の悪性新生物＜腫瘍＞,
C03.0,歯肉の悪性新生物＜腫瘍＞，上顎歯肉
C03.1,歯肉の悪性新生物＜腫瘍＞，下顎歯肉
C03.9,歯肉の悪性新生物＜腫瘍＞，歯肉，部位不明
C04　口（腔）底の悪性新生物＜腫瘍＞,
C04.0,口（腔）底の悪性新生物＜腫瘍＞，前部口（腔）底
C04.1,口（腔）底の悪性新生物＜腫瘍＞，前部口（腔）底側部口（腔）底
C04.8,口（腔）底の悪性新生物＜腫瘍＞，前部口（腔）底口（腔）底の境界部病巣
C04.9,口（腔）底の悪性新生物＜腫瘍＞，前部口（腔）底口（腔）底，部位不明
C05　口蓋の悪性新生物＜腫瘍＞,
C05.0,口蓋の悪性新生物＜腫瘍＞，硬口蓋
C05.1,口蓋の悪性新生物＜腫瘍＞，軟口蓋
C05.2,口蓋の悪性新生物＜腫瘍＞，口蓋垂
C05.8,口蓋の悪性新生物＜腫瘍＞，口蓋の境界部病巣
C05.9,口蓋の悪性新生物＜腫瘍＞，口蓋，部位不明
C06　その他及び部位不明の口腔の悪性新生物＜腫瘍＞,
C06.0,その他及び部位不明の口腔の悪性新生物＜腫瘍＞，頬粘膜
C06.1,その他及び部位不明の口腔の悪性新生物＜腫瘍＞，口腔前庭
C06.2,その他及び部位不明の口腔の悪性新生物＜腫瘍＞，臼後部
C06.8,その他及び部位不明の口腔の悪性新生物＜腫瘍＞，その他及び部位不明の口腔の境界部病巣
C06.9,その他及び部位不明の口腔の悪性新生物＜腫瘍＞，口腔，部位不明
C07　耳下腺の悪性新生物＜腫瘍＞,
C08　その他及び部位不明の大唾液腺の悪性新生物＜腫瘍＞,
C08.0,その他及び部位不明の大唾液腺の悪性新生物＜腫瘍＞，顎下腺
C08.1,その他及び部位不明の大唾液腺の悪性新生物＜腫瘍＞，舌下腺
C08.8,その他及び部位不明の大唾液腺の悪性新生物＜腫瘍＞，大唾液腺の境界部病巣
C08.9,その他及び部位不明の大唾液腺の悪性新生物＜腫瘍＞，大唾液腺，部位不明
C09　扁桃の悪性新生物＜腫瘍＞,
C09.0,扁桃の悪性新生物＜腫瘍＞，扁桃窩
C09.1,扁桃の悪性新生物＜腫瘍＞，扁桃口蓋弓(前)(後)
C09.8,扁桃の悪性新生物＜腫瘍＞，扁桃の境界部病巣
C09.9,扁桃の悪性新生物＜腫瘍＞，扁桃，部位不明
C10　中咽頭の悪性新生物＜腫瘍＞,
C10.0,中咽頭の悪性新生物＜腫瘍＞，喉頭蓋谷
C10.1,中咽頭の悪性新生物＜腫瘍＞，喉頭蓋の前面
C10.2,中咽頭の悪性新生物＜腫瘍＞，中咽頭側壁
C10.3,中咽頭の悪性新生物＜腫瘍＞，中咽頭後壁
C10.4,中咽頭の悪性新生物＜腫瘍＞，鰓裂
C10.8,中咽頭の悪性新生物＜腫瘍＞，中咽頭の境界部病巣
C10.9,中咽頭の悪性新生物＜腫瘍＞，中咽頭，部位不明
C11　鼻＜上＞咽頭の悪性新生物＜腫瘍＞,
C11.0,鼻＜上＞咽頭の悪性新生物＜腫瘍＞，鼻＜上＞咽頭上壁
C11.1,鼻＜上＞咽頭の悪性新生物＜腫瘍＞，鼻＜上＞咽頭後壁
C11.2,鼻＜上＞咽頭の悪性新生物＜腫瘍＞，鼻＜上＞咽頭側壁
C11.3,鼻＜上＞咽頭の悪性新生物＜腫瘍＞，鼻＜上＞咽頭前壁
C11.8,鼻＜上＞咽頭の悪性新生物＜腫瘍＞，鼻＜上＞咽頭の境界部病巣
C11.9,鼻＜上＞咽頭の悪性新生物＜腫瘍＞，鼻＜上＞咽頭，部位不明
C12　梨状陥凹＜洞＞の悪性新生物＜腫瘍＞,
C13　下咽頭の悪性新生物＜腫瘍＞,
C13.0,下咽頭の悪性新生物＜腫瘍＞，後輪状軟骨部
C13.1,下咽頭の悪性新生物＜腫瘍＞，披裂喉頭蓋ひだ，下咽頭面
C13.2,下咽頭の悪性新生物＜腫瘍＞，下咽頭後壁
C13.8,下咽頭の悪性新生物＜腫瘍＞，下咽頭の境界部病巣
C13.9,下咽頭の悪性新生物＜腫瘍＞，下咽頭，部位不明
C14　その他及び部位不明確の口唇，口腔及び咽頭の悪性新生物＜腫瘍＞,
C14.0,その他及び部位不明確の口唇，口腔及び咽頭の悪性新生物＜腫瘍＞，咽頭，部位不明
C14.2,その他及び部位不明確の口唇，口腔及び咽頭の悪性新生物＜腫瘍＞，ワルダイヤー環<輪>
C14.8,その他及び部位不明確の口唇，口腔及び咽頭の悪性新生物＜腫瘍＞，口唇，口腔及び咽頭の境界部病巣
C15　食道の悪性新生物＜腫瘍＞,
C15.0,食道の悪性新生物＜腫瘍＞，頚部食道
C15.1,食道の悪性新生物＜腫瘍＞，胸部食道
C15.2,食道の悪性新生物＜腫瘍＞，腹部食道
C15.3,食道の悪性新生物＜腫瘍＞，上部食道
C15.4,食道の悪性新生物＜腫瘍＞，中部食道
C15.5,食道の悪性新生物＜腫瘍＞，下部食道
C15.8,食道の悪性新生物＜腫瘍＞，食道の境界部病巣
C15.9,食道の悪性新生物＜腫瘍＞，食道，部位不明
C16　胃の悪性新生物＜腫瘍＞,
C16.0,胃の悪性新生物＜腫瘍＞，噴門
C16.1,胃の悪性新生物＜腫瘍＞，胃底部
C16.2,胃の悪性新生物＜腫瘍＞，胃体部
C16.3,胃の悪性新生物＜腫瘍＞，幽門前庭
C16.4,胃の悪性新生物＜腫瘍＞，幽門
C16.5,胃の悪性新生物＜腫瘍＞，胃小弯，部位不明
C16.6,胃の悪性新生物＜腫瘍＞，胃大弯，部位不明
C16.8,胃の悪性新生物＜腫瘍＞，胃の境界部病巣
C16.9,胃の悪性新生物＜腫瘍＞，胃，部位不明
C17　小腸の悪性新生物＜腫瘍＞,
C17.0,小腸の悪性新生物＜腫瘍＞，十二指腸
C17.1,小腸の悪性新生物＜腫瘍＞，空腸
C17.2,小腸の悪性新生物＜腫瘍＞，回腸
C17.3,小腸の悪性新生物＜腫瘍＞，メッケル＜Meckel＞憩室
C17.8,小腸の悪性新生物＜腫瘍＞，小腸の境界部病巣
C17.9,小腸の悪性新生物＜腫瘍＞，小腸，部位不明
C18　結腸の悪性新生物＜腫瘍＞,
C18.0,結腸の悪性新生物＜腫瘍＞，盲腸
C18.1,結腸の悪性新生物＜腫瘍＞，虫垂
C18.2,結腸の悪性新生物＜腫瘍＞，上行結腸
C18.3,結腸の悪性新生物＜腫瘍＞，右結腸曲＜肝弯曲＞
C18.4,結腸の悪性新生物＜腫瘍＞，横行結腸
C18.5,結腸の悪性新生物＜腫瘍＞，左結腸曲＜弯曲＞
C18.6,結腸の悪性新生物＜腫瘍＞，下行結腸
C18.7,結腸の悪性新生物＜腫瘍＞，Ｓ状結腸
C18.8,結腸の悪性新生物＜腫瘍＞，結腸の境界部病巣
C18.9,結腸の悪性新生物＜腫瘍＞，結腸，部位不明
C19　直腸S状結腸移行部の悪性新生物＜腫瘍＞,
C20　直腸の悪性新生物＜腫瘍＞,
C21　肛門及び肛門管の悪性新生物＜腫瘍＞,
C21.0,肛門及び肛門管の悪性新生物＜腫瘍＞，肛門，部位不明
C21.1,肛門及び肛門管の悪性新生物＜腫瘍＞，肛門管
C21.2,肛門及び肛門管の悪性新生物＜腫瘍＞，総排泄腔由来部
C21.8,肛門及び肛門管の悪性新生物＜腫瘍＞，直腸，肛門及び肛門管の境界部病巣
C22　肝及び肝内胆管の悪性新生物＜腫瘍＞,
C22.0,肝及び肝内胆管の悪性新生物＜腫瘍＞，肝細胞癌
C22.1,肝及び肝内胆管の悪性新生物＜腫瘍＞，肝内胆管癌
C22.2,肝及び肝内胆管の悪性新生物＜腫瘍＞，肝芽（細胞）腫
C22.3,肝及び肝内胆管の悪性新生物＜腫瘍＞，肝血管肉腫
C22.4,肝及び肝内胆管の悪性新生物＜腫瘍＞，その他の肝の肉腫
C22.7,肝及び肝内胆管の悪性新生物＜腫瘍＞，その他の明示された肝の癌（腫）
C22.9,肝及び肝内胆管の悪性新生物＜腫瘍＞，肝，詳細不明
C23　胆のう＜嚢＞の悪性新生物＜腫瘍＞,
C24　その他及び部位不明の胆道の悪性新生物＜腫瘍＞,
C24.0,その他及び部位不明の胆道の悪性新生物＜腫瘍＞，肝外胆管
C24.1,その他及び部位不明の胆道の悪性新生物＜腫瘍＞，ファーテル＜Vater＞乳頭膨大部
